drug_concept_id
1103006
985708
19018419
1394027
1741309
19095164
19062817
19008339
1322184
1107830
19137312
1338005
929887
19005129
1518254
1797513
19113045
19018544
1539403
19111620
19129738
904453
1705674
1103314
529411
1136980
1136422
19087317
1314002
915981
19044883
1786621
901656
743670
951279
46234461
734354
19037833
19011773
19009896
1201620
1360067
19037706
19009405
523365
948582
1146810
939881
1363053
990069
1501700
19011028
908464
923645
19115055
979096
1790812
797399
1703687
19016670
1367500
43531973
908523
1308738
916460
991876
911064
1125315
1319156
998415
927478
19020124
19043395
45775351
937725
1177480
1316354
509079
1140643
1550557
710062
1780601
509081
43532069
797617
19010696
1738521
964407
975125
1707164
19010400
1750500
744740
1185922
1152631
966282
1545958
19035704
19024213
1124300
19136048
949279
19041843
948078
987245
981774
1149380
939506
1703603
19101454
19019620
532881
1759842
1521369
1729720
1332418
1115008
989301
1195334
1360332
19087063
989878
19026739
19037401
514012
514015
19071128
1115572
1149196
19033354
1716903
1189596
19011355
924939
752061
1768849
905233
40234201
42898572
1153664
996541
1000632
986417
44814322
19088223
1746940
19008994
1192710
19036946
1130863
985247
739138
715233
19061821
908730
529303
19049038
19024770
923840
19016063
19009540
922976
920458
19086939
1396131
755695
19003568
902251
19049024
19054936
1347384
1377023
19005046
523283
1713332
19097481
1153428
523367
907879
1154343
1334456
19045045
1112807
19058343
19070224
1189754
723013
1754994
19124906
919681
787787
910232
1118084
19056802
1595799
1139042
1549080
45892419
906780
1180412
19030059
