drug_concept_id
1705674
1201620
19044883
915981
19137031
19129738
956874
19037833
1105775
734354
929887
19113045
1797513
19093848
19086100
1539403
941258
1596977
529411
19111620
1322184
1110410
939881
1107830
19087317
1146810
951511
911735
1551099
929128
904542
1836430
1314002
950435
19037706
19005129
1318853
1502905
1786621
1103314
1518254
523365
19058933
958134
19095164
1363053
19010955
19115055
797399
1137529
1738521
1550557
1125315
19077093
1106776
916460
43531973
1308842
1316354
19020021
991876
19100761
1177480
710062
915175
1790812
43012316
922570
937725
990069
1506270
740275
908523
923645
19059796
19003010
718583
46221581
1036228
1398937
43532069
45775351
777221
19047076
916005
1150836
19020124
19011028
1703687
911064
1115008
989878
1734104
961047
920293
1149380
1759842
19041843
1750500
19136048
19024213
975125
1124300
1707164
925952
19029278
1729720
939506
962398
1343916
949279
923540
19010400
715259
19035704
529660
1545958
1580747
1560524
948856
19000537
1796435
1360332
987245
1185922
1123995
964407
42900448
969276
1133201
529303
992409
1189596
1115572
1000632
1746940
1768849
1567198
836715
1153664
752061
19055156
715233
986417
961145
42898572
1526475
40170911
1149196
42800027
922976
739138
19033354
905233
19011355
44814322
19036946
1551860
929549
19015602
40234201
923840
924724
932196
997276
1548195
1154343
1713332
1334456
19004539
920458
1503297
1778162
755695
903963
723013
1189754
741530
907879
530007
1786842
19054936
1549080
19030059
906914
974166
19058343
523283
1112807
906780
791967
1153428
980867
19097481
528323
902251
1113648
523367
1595799
1754994
1396131
1118084
45892419
909358
913782
1373225
19049024
1597756
