drug_concept_id
1336926
950435
19087317
1103314
985708
19008339
1110410
915981
19095164
19044883
19011773
939881
1107830
19111620
19005129
1136980
1705674
1797513
734354
956874
1786621
19009896
19018544
19129738
954688
1103006
19062817
1360067
19018419
19086712
1394027
19037833
19137312
1741309
1146810
901656
1201620
1636780
1338005
1518254
1305058
929887
19037706
1539403
529411
19027080
998415
1738521
922570
931973
42900227
916005
1790812
19030751
710062
1550557
1506270
1780601
923645
991876
797617
777221
45775351
1125315
930021
916460
797399
1106776
19115055
990069
1153013
43532069
1760616
19016467
718583
908523
19043395
19010696
1177480
1328165
977968
1308738
509081
911064
902616
1367500
19020124
19059796
1555120
43012316
509079
957393
43531973
1557272
1137529
902427
19011028
945913
1124300
949279
975125
1311276
19019620
19041843
964407
989878
19026739
1149380
1115008
991825
925952
966282
1316262
924566
19035704
1133201
942028
964339
1195334
923081
987245
969276
744740
720810
1707164
713823
948856
19010400
1750500
939506
19068839
1703653
1717704
36879003
990760
920293
19136048
1000995
1580747
1545958
514012
715259
923540
1149196
992409
1746940
752061
961145
929549
19009540
1000632
514015
905233
19033354
1381504
19061821
1768849
42898572
19024770
19071128
960900
44814322
42903865
1310149
43013629
40234201
1115572
19008994
19015602
996416
986417
836715
529303
922976
1192710
997276
923840
36879164
967823
919204
900017
1754994
907879
1154343
906914
723013
903963
1396131
787787
1112921
19030059
981709
1118084
19124906
908921
913782
19003568
938061
920458
1112807
19049024
1334456
1153428
1713332
19045045
944360
1777087
1361711
780442
530007
19005046
19058343
980867
1503297
19015802
19084696
45892419
943852
