drug_concept_id
19137312
950435
1518254
956874
19095164
19011773
1318853
19129738
1105775
19087317
19062817
1308216
1539403
19049105
19018544
1797513
915981
929887
901656
19009405
1201620
1705674
948582
1146810
1741309
985708
19111620
1394027
19018419
951511
42900366
1196677
1786621
19037706
1322184
19093848
19008339
19009896
19117912
19033278
1103314
1107830
1360067
19037833
19032619
1103006
19005129
35741950
1308738
908523
1550557
1125315
991382
1557272
1717327
19011028
939259
45775351
1309944
1137529
1790812
19115055
922570
19014977
710062
923645
990069
1549686
1106776
937725
19059796
1319156
1153013
19027080
19043395
1367500
902616
43532069
908464
1177480
1316354
1760616
1328165
1738521
915175
967496
911064
998415
1780601
19010696
1332418
987245
1149380
945913
949279
1750500
19010400
19136048
975125
1759842
1154332
19041843
924566
19035704
1750087
1000995
529660
1734104
989878
961047
1123995
1152631
19024213
1580747
1195334
968426
1717240
948515
19019620
964407
934075
19029278
1545958
939506
915855
532881
19092412
19026739
19037891
1036525
925952
966282
1124300
42900448
923540
1189596
19071128
1149196
996541
1000632
1526475
1192710
40234201
1115572
905233
929549
986417
985247
1552929
19033354
752061
1153664
924939
19071999
961145
908730
1114620
19009540
922976
42903865
1746940
1510813
19024770
1768849
43532371
19036946
19055156
836715
19061821
1713332
1112921
1503297
19025274
1154343
19005046
1396131
1112807
1154161
19084696
943852
967823
1361711
45892419
980867
19049024
19124906
1373225
19054936
19030059
1180412
1351557
1701928
19045045
19058343
1334456
902251
906780
1595799
903963
907879
920458
19069022
