drug_concept_id
1103314
19129738
1318853
1353776
1110410
1705674
19086560
1786621
1107830
1353766
941258
985708
915981
1518254
19037833
1146810
1196677
19044883
950435
42899620
19086712
939881
929887
733008
19111620
904453
993979
956874
984801
19037706
1539403
19024636
1201620
1322184
1314002
19037989
911735
19137031
19005129
1150871
1797513
766529
1338005
743670
19093848
1154029
1305058
43013634
36878870
916460
1140643
1125315
19030751
1316354
19047076
922868
725131
710062
43531973
19011028
1328165
1760616
990069
937725
718583
1717327
939259
1501700
991876
923645
1703687
922570
797617
714684
1550557
19014977
19115055
1177480
1790812
1738521
43532069
777221
908523
911064
797399
908464
1197736
19020124
740275
1137529
1383815
977968
1000995
19008867
975125
1759842
920293
964407
1124300
19010400
1195334
1750500
1704758
704943
721724
1036525
987245
1133201
1115008
19019620
19092353
1332418
939506
1149380
1707164
19081195
43012199
1545958
19091830
42900497
19024213
1152631
925952
715939
945913
19035704
715259
989878
705103
1729720
1154332
1343916
733301
1192710
19008994
752061
19015602
703547
19036946
40234201
1140123
1000632
1768849
1115572
961145
836715
922976
19011355
739138
923840
996541
929549
1153664
932196
908730
924724
19033354
42800417
19055156
19049038
1149196
700299
42898572
715233
985247
1103374
19003568
907879
1116031
1112807
1154077
1754994
1118084
1713332
1154343
1361711
723013
916662
19097481
45892419
19054936
913782
1549080
704984
1548195
1113648
19053565
906780
1154161
1377141
908921
44816294
42898952
920458
992956
778268
980867
950637
955372
1153428
19086939
19030059
944360
19058343
19084696
755695
903963
1334456
912362
